No,지역,지역,지역,규모,2020년 6월,2020년 6월
1513,강원,영월군,영월군,21~40㎡,2,0
1514,강원,영월군,영월군,41~60㎡,10,1
1515,강원,영월군,영월군,61~85㎡,22,2
1516,강원,영월군,영월군,86~100㎡,0,0
1517,강원,영월군,영월군,101~135㎡,0,0
1518,강원,영월군,영월군,136~165㎡,0,0
1519,강원,영월군,영월군,166~198㎡,0,0
1520,강원,영월군,영월군,198㎡초과,0,0
1521,강원,평창군,평창군,합계,72,4
1522,강원,평창군,평창군,20㎡이하,0,0
1523,강원,평창군,평창군,21~40㎡,30,1
1524,강원,평창군,평창군,41~60㎡,27,1
1525,강원,평창군,평창군,61~85㎡,15,1
1526,강원,평창군,평창군,86~100㎡,0,0
1527,강원,평창군,평창군,101~135㎡,0,0
1528,강원,평창군,평창군,136~165㎡,0,0
1529,강원,평창군,평창군,166~198㎡,0,0
1530,강원,평창군,평창군,198㎡초과,0,0
1531,강원,정선군,정선군,합계,21,1
1532,강원,정선군,정선군,20㎡이하,0,0
1533,강원,정선군,정선군,21~40㎡,10,0
1534,강원,정선군,정선군,41~60㎡,7,0
1535,강원,정선군,정선군,61~85㎡,4,0
1536,강원,정선군,정선군,86~100㎡,0,0
1537,강원,정선군,정선군,101~135㎡,0,0
1538,강원,정선군,정선군,136~165㎡,0,0
1539,강원,정선군,정선군,166~198㎡,0,0
1540,강원,정선군,정선군,198㎡초과,0,0
1541,강원,철원군,철원군,합계,7,1
1542,강원,철원군,철원군,20㎡이하,0,0
1543,강원,철원군,철원군,21~40㎡,1,0
1544,강원,철원군,철원군,41~60㎡,2,0
1545,강원,철원군,철원군,61~85㎡,3,0
1546,강원,철원군,철원군,86~100㎡,0,0
1547,강원,철원군,철원군,101~135㎡,1,0
1548,강원,철원군,철원군,136~165㎡,0,0
1549,강원,철원군,철원군,166~198㎡,0,0
1550,강원,철원군,철원군,198㎡초과,0,0
1551,강원,화천군,화천군,합계,5,0
1552,강원,화천군,화천군,20㎡이하,0,0
1553,강원,화천군,화천군,21~40㎡,0,0
1554,강원,화천군,화천군,41~60㎡,4,0
1555,강원,화천군,화천군,61~85㎡,1,0
1556,강원,화천군,화천군,86~100㎡,0,0
1557,강원,화천군,화천군,101~135㎡,0,0
1558,강원,화천군,화천군,136~165㎡,0,0
1559,강원,화천군,화천군,166~198㎡,0,0
1560,강원,화천군,화천군,198㎡초과,0,0
1561,강원,양구군,양구군,합계,2,0
1562,강원,양구군,양구군,20㎡이하,0,0
1563,강원,양구군,양구군,21~40㎡,0,0
1564,강원,양구군,양구군,41~60㎡,1,0
1565,강원,양구군,양구군,61~85㎡,1,0
1566,강원,양구군,양구군,86~100㎡,0,0
1567,강원,양구군,양구군,101~135㎡,0,0
1568,강원,양구군,양구군,136~165㎡,0,0
1569,강원,양구군,양구군,166~198㎡,0,0
1570,강원,양구군,양구군,198㎡초과,0,0
1571,강원,인제군,인제군,합계,15,1
1572,강원,인제군,인제군,20㎡이하,0,0
1573,강원,인제군,인제군,21~40㎡,1,0
1574,강원,인제군,인제군,41~60㎡,1,0
1575,강원,인제군,인제군,61~85㎡,13,1
1576,강원,인제군,인제군,86~100㎡,0,0
1577,강원,인제군,인제군,101~135㎡,0,0
1578,강원,인제군,인제군,136~165㎡,0,0
1579,강원,인제군,인제군,166~198㎡,0,0
1580,강원,인제군,인제군,198㎡초과,0,0
1581,강원,고성군,고성군,합계,64,4
1582,강원,고성군,고성군,20㎡이하,0,0
1583,강원,고성군,고성군,21~40㎡,6,0
1584,강원,고성군,고성군,41~60㎡,14,1
1585,강원,고성군,고성군,61~85㎡,44,3
1586,강원,고성군,고성군,86~100㎡,0,0
1587,강원,고성군,고성군,101~135㎡,0,0
1588,강원,고성군,고성군,136~165㎡,0,0
1589,강원,고성군,고성군,166~198㎡,0,0
1590,강원,고성군,고성군,198㎡초과,0,0
1591,강원,양양군,양양군,합계,60,4
1592,강원,양양군,양양군,20㎡이하,0,0
1593,강원,양양군,양양군,21~40㎡,10,0
1594,강원,양양군,양양군,41~60㎡,21,1
1595,강원,양양군,양양군,61~85㎡,29,2
1596,강원,양양군,양양군,86~100㎡,0,0
1597,강원,양양군,양양군,101~135㎡,0,0
1598,강원,양양군,양양군,136~165㎡,0,0
1599,강원,양양군,양양군,166~198㎡,0,0
1600,강원,양양군,양양군,198㎡초과,0,0
1601,충북,충북,충북,합계,"""5,848""",423
1602,충북,충북,충북,20㎡이하,14,0
1603,충북,충북,충북,21~40㎡,508,17
1604,충북,충북,충북,41~60㎡,"""2,118""",121
1605,충북,충북,충북,61~85㎡,"""2,646""",216
1606,충북,충북,충북,86~100㎡,65,6
1607,충북,충북,충북,101~135㎡,411,49
1608,충북,충북,충북,136~165㎡,72,11
1609,충북,충북,충북,166~198㎡,13,2
1610,충북,충북,충북,198㎡초과,1,1
1611,충북,청주시,청주시,합계,"""3,967""",301
1612,충북,청주시,청주시,20㎡이하,10,0
1613,충북,청주시,청주시,21~40㎡,329,11
1614,충북,청주시,청주시,41~60㎡,"""1,082""",61
1615,충북,청주시,청주시,61~85㎡,"""2,037""",166
1616,충북,청주시,청주시,86~100㎡,62,6
1617,충북,청주시,청주시,101~135㎡,370,44
1618,충북,청주시,청주시,136~165㎡,64,10
1619,충북,청주시,청주시,166~198㎡,13,2
1620,충북,청주시,청주시,198㎡초과,0,0
1621,충북,청주시,상당구,합계,"""1,024""",82
1622,충북,청주시,상당구,20㎡이하,1,0
1623,충북,청주시,상당구,21~40㎡,9,0
1624,충북,청주시,상당구,41~60㎡,184,10
1625,충북,청주시,상당구,61~85㎡,719,58
1626,충북,청주시,상당구,86~100㎡,8,1
1627,충북,청주시,상당구,101~135㎡,96,11
1628,충북,청주시,상당구,136~165㎡,6,1
1629,충북,청주시,상당구,166~198㎡,1,0
1630,충북,청주시,상당구,198㎡초과,0,0
1631,충북,청주시,서원구,합계,870,64
1632,충북,청주시,서원구,20㎡이하,0,0
1633,충북,청주시,서원구,21~40㎡,84,3
1634,충북,청주시,서원구,41~60㎡,279,15
1635,충북,청주시,서원구,61~85㎡,405,33
1636,충북,청주시,서원구,86~100㎡,10,1
1637,충북,청주시,서원구,101~135㎡,79,9
1638,충북,청주시,서원구,136~165㎡,9,1
1639,충북,청주시,서원구,166~198㎡,4,1
1640,충북,청주시,서원구,198㎡초과,0,0
1641,충북,청주시,흥덕구,합계,"""1,228""",96
1642,충북,청주시,흥덕구,20㎡이하,4,0
1643,충북,청주시,흥덕구,21~40㎡,102,3
1644,충북,청주시,흥덕구,41~60㎡,378,21
1645,충북,청주시,흥덕구,61~85㎡,511,42
1646,충북,청주시,흥덕구,86~100㎡,43,4
1647,충북,청주시,흥덕구,101~135㎡,140,17
1648,충북,청주시,흥덕구,136~165㎡,45,7
1649,충북,청주시,흥덕구,166~198㎡,5,1
1650,충북,청주시,흥덕구,198㎡초과,0,0
1651,충북,청주시,청원구,합계,845,59
1652,충북,청주시,청원구,20㎡이하,5,0
1653,충북,청주시,청원구,21~40㎡,134,4
1654,충북,청주시,청원구,41~60㎡,241,14
1655,충북,청주시,청원구,61~85㎡,402,33
1656,충북,청주시,청원구,86~100㎡,1,0
1657,충북,청주시,청원구,101~135㎡,55,7
1658,충북,청주시,청원구,136~165㎡,4,1
1659,충북,청주시,청원구,166~198㎡,3,1
1660,충북,청주시,청원구,198㎡초과,0,0
1661,충북,(구)청주시,(구)청주시,합계,,
1662,충북,(구)청주시,(구)청주시,20㎡이하,,
1663,충북,(구)청주시,(구)청주시,21~40㎡,,
1664,충북,(구)청주시,(구)청주시,41~60㎡,,
1665,충북,(구)청주시,(구)청주시,61~85㎡,,
1666,충북,(구)청주시,(구)청주시,86~100㎡,,
1667,충북,(구)청주시,(구)청주시,101~135㎡,,
1668,충북,(구)청주시,(구)청주시,136~165㎡,,
1669,충북,(구)청주시,(구)청주시,166~198㎡,,
1670,충북,(구)청주시,(구)청주시,198㎡초과,,
1671,충북,(구)청주시,(구)상당구,합계,,
1672,충북,(구)청주시,(구)상당구,20㎡이하,,
1673,충북,(구)청주시,(구)상당구,21~40㎡,,
1674,충북,(구)청주시,(구)상당구,41~60㎡,,
1675,충북,(구)청주시,(구)상당구,61~85㎡,,
1676,충북,(구)청주시,(구)상당구,86~100㎡,,
1677,충북,(구)청주시,(구)상당구,101~135㎡,,
1678,충북,(구)청주시,(구)상당구,136~165㎡,,
1679,충북,(구)청주시,(구)상당구,166~198㎡,,
1680,충북,(구)청주시,(구)상당구,198㎡초과,,
1681,충북,(구)청주시,(구)흥덕구,합계,,
1682,충북,(구)청주시,(구)흥덕구,20㎡이하,,
1683,충북,(구)청주시,(구)흥덕구,21~40㎡,,
1684,충북,(구)청주시,(구)흥덕구,41~60㎡,,
1685,충북,(구)청주시,(구)흥덕구,61~85㎡,,
1686,충북,(구)청주시,(구)흥덕구,86~100㎡,,
1687,충북,(구)청주시,(구)흥덕구,101~135㎡,,
1688,충북,(구)청주시,(구)흥덕구,136~165㎡,,
1689,충북,(구)청주시,(구)흥덕구,166~198㎡,,
1690,충북,(구)청주시,(구)흥덕구,198㎡초과,,
1691,충북,충주시,충주시,합계,602,40
1692,충북,충주시,충주시,20㎡이하,3,0
1693,충북,충주시,충주시,21~40㎡,110,4
1694,충북,충주시,충주시,41~60㎡,215,12
1695,충북,충주시,충주시,61~85㎡,244,20
1696,충북,충주시,충주시,86~100㎡,3,0
1697,충북,충주시,충주시,101~135㎡,22,3
1698,충북,충주시,충주시,136~165㎡,5,1
1699,충북,충주시,충주시,166~198㎡,0,0
1700,충북,충주시,충주시,198㎡초과,0,0
1701,충북,제천시,제천시,합계,240,16
1702,충북,제천시,제천시,20㎡이하,1,0
1703,충북,제천시,제천시,21~40㎡,30,1
1704,충북,제천시,제천시,41~60㎡,97,5
1705,충북,제천시,제천시,61~85㎡,101,8
1706,충북,제천시,제천시,86~100㎡,0,0
1707,충북,제천시,제천시,101~135㎡,9,1
1708,충북,제천시,제천시,136~165㎡,2,0
1709,충북,제천시,제천시,166~198㎡,0,0
1710,충북,제천시,제천시,198㎡초과,0,0
1711,충북,(구)청원군,(구)청원군,합계,,
1712,충북,(구)청원군,(구)청원군,20㎡이하,,
1713,충북,(구)청원군,(구)청원군,21~40㎡,,
1714,충북,(구)청원군,(구)청원군,41~60㎡,,
1715,충북,(구)청원군,(구)청원군,61~85㎡,,
1716,충북,(구)청원군,(구)청원군,86~100㎡,,
1717,충북,(구)청원군,(구)청원군,101~135㎡,,
1718,충북,(구)청원군,(구)청원군,136~165㎡,,
1719,충북,(구)청원군,(구)청원군,166~198㎡,,
1720,충북,(구)청원군,(구)청원군,198㎡초과,,
1721,충북,보은군,보은군,합계,18,1
1722,충북,보은군,보은군,20㎡이하,0,0
1723,충북,보은군,보은군,21~40㎡,2,0
1724,충북,보은군,보은군,41~60㎡,5,0
1725,충북,보은군,보은군,61~85㎡,9,1
1726,충북,보은군,보은군,86~100㎡,0,0
1727,충북,보은군,보은군,101~135㎡,2,0
1728,충북,보은군,보은군,136~165㎡,0,0
1729,충북,보은군,보은군,166~198㎡,0,0
1730,충북,보은군,보은군,198㎡초과,0,0
1731,충북,옥천군,옥천군,합계,38,3
1732,충북,옥천군,옥천군,20㎡이하,0,0
1733,충북,옥천군,옥천군,21~40㎡,1,0
1734,충북,옥천군,옥천군,41~60㎡,20,1
1735,충북,옥천군,옥천군,61~85㎡,15,1
1736,충북,옥천군,옥천군,86~100㎡,0,0
1737,충북,옥천군,옥천군,101~135㎡,2,0
1738,충북,옥천군,옥천군,136~165㎡,0,0
1739,충북,옥천군,옥천군,166~198㎡,0,0
1740,충북,옥천군,옥천군,198㎡초과,0,0
1741,충북,영동군,영동군,합계,12,1
1742,충북,영동군,영동군,20㎡이하,0,0
1743,충북,영동군,영동군,21~40㎡,1,0
1744,충북,영동군,영동군,41~60㎡,8,0
1745,충북,영동군,영동군,61~85㎡,3,0
1746,충북,영동군,영동군,86~100㎡,0,0
1747,충북,영동군,영동군,101~135㎡,0,0
1748,충북,영동군,영동군,136~165㎡,0,0
1749,충북,영동군,영동군,166~198㎡,0,0
1750,충북,영동군,영동군,198㎡초과,0,0
1751,충북,증평군,증평군,합계,612,38
1752,충북,증평군,증평군,20㎡이하,0,0
1753,충북,증평군,증평군,21~40㎡,7,0
1754,충북,증평군,증평군,41~60㎡,549,32
1755,충북,증평군,증평군,61~85㎡,50,4
1756,충북,증평군,증평군,86~100㎡,0,0
1757,충북,증평군,증평군,101~135㎡,4,1
1758,충북,증평군,증평군,136~165㎡,1,0
1759,충북,증평군,증평군,166~198㎡,0,0
1760,충북,증평군,증평군,198㎡초과,1,1
1761,충북,진천군,진천군,합계,123,9
1762,충북,진천군,진천군,20㎡이하,0,0
1763,충북,진천군,진천군,21~40㎡,4,0
1764,충북,진천군,진천군,41~60㎡,29,2
1765,충북,진천군,진천군,61~85㎡,88,7
1766,충북,진천군,진천군,86~100㎡,0,0
1767,충북,진천군,진천군,101~135㎡,2,0
1768,충북,진천군,진천군,136~165㎡,0,0
1769,충북,진천군,진천군,166~198㎡,0,0
1770,충북,진천군,진천군,198㎡초과,0,0
1771,충북,괴산군,괴산군,합계,8,1
1772,충북,괴산군,괴산군,20㎡이하,0,0
1773,충북,괴산군,괴산군,21~40㎡,0,0
1774,충북,괴산군,괴산군,41~60㎡,3,0
1775,충북,괴산군,괴산군,61~85㎡,5,0
1776,충북,괴산군,괴산군,86~100㎡,0,0
1777,충북,괴산군,괴산군,101~135㎡,0,0
1778,충북,괴산군,괴산군,136~165㎡,0,0
1779,충북,괴산군,괴산군,166~198㎡,0,0
1780,충북,괴산군,괴산군,198㎡초과,0,0
1781,충북,음성군,음성군,합계,209,14
1782,충북,음성군,음성군,20㎡이하,0,0
1783,충북,음성군,음성군,21~40㎡,18,1
1784,충북,음성군,음성군,41~60㎡,97,6
1785,충북,음성군,음성군,61~85㎡,94,8
1786,충북,음성군,음성군,86~100㎡,0,0
1787,충북,음성군,음성군,101~135㎡,0,0
1788,충북,음성군,음성군,136~165㎡,0,0
1789,충북,음성군,음성군,166~198㎡,0,0
1790,충북,음성군,음성군,198㎡초과,0,0
1791,충북,단양군,단양군,합계,19,1
1792,충북,단양군,단양군,20㎡이하,0,0
1793,충북,단양군,단양군,21~40㎡,6,0
1794,충북,단양군,단양군,41~60㎡,13,1
1795,충북,단양군,단양군,61~85㎡,0,0
1796,충북,단양군,단양군,86~100㎡,0,0
1797,충북,단양군,단양군,101~135㎡,0,0
1798,충북,단양군,단양군,136~165㎡,0,0
1799,충북,단양군,단양군,166~198㎡,0,0
1800,충북,단양군,단양군,198㎡초과,0,0
1801,충남,충남,충남,합계,"""6,480""",472
1802,충남,충남,충남,20㎡이하,32,0
1803,충남,충남,충남,21~40㎡,389,14
1804,충남,충남,충남,41~60㎡,"""2,335""",133
1805,충남,충남,충남,61~85㎡,"""3,231""",265
1806,충남,충남,충남,86~100㎡,58,6
1807,충남,충남,충남,101~135㎡,358,41
1808,충남,충남,충남,136~165㎡,48,7
1809,충남,충남,충남,166~198㎡,21,4
1810,충남,충남,충남,198㎡초과,8,2
1811,충남,천안시,천안시,합계,"""2,695""",198
1812,충남,천안시,천안시,20㎡이하,17,0
1813,충남,천안시,천안시,21~40㎡,165,6
1814,충남,천안시,천안시,41~60㎡,962,54
1815,충남,천안시,천안시,61~85㎡,"""1,284""",104
1816,충남,천안시,천안시,86~100㎡,39,4
1817,충남,천안시,천안시,101~135㎡,168,19
1818,충남,천안시,천안시,136~165㎡,32,5
1819,충남,천안시,천안시,166~198㎡,20,4
1820,충남,천안시,천안시,198㎡초과,8,2
1821,충남,천안시,동남구,합계,905,66
1822,충남,천안시,동남구,20㎡이하,15,0
1823,충남,천안시,동남구,21~40㎡,78,3
1824,충남,천안시,동남구,41~60㎡,271,16
1825,충남,천안시,동남구,61~85㎡,462,38
1826,충남,천안시,동남구,86~100㎡,8,1
1827,충남,천안시,동남구,101~135㎡,54,6
1828,충남,천안시,동남구,136~165㎡,16,2
1829,충남,천안시,동남구,166~198㎡,1,0
1830,충남,천안시,동남구,198㎡초과,0,0
1831,충남,천안시,서북구,합계,"""1,790""",132
1832,충남,천안시,서북구,20㎡이하,2,0
1833,충남,천안시,서북구,21~40㎡,87,3
1834,충남,천안시,서북구,41~60㎡,691,39
1835,충남,천안시,서북구,61~85㎡,822,67
1836,충남,천안시,서북구,86~100㎡,31,3
1837,충남,천안시,서북구,101~135㎡,114,13
1838,충남,천안시,서북구,136~165㎡,16,2
1839,충남,천안시,서북구,166~198㎡,19,3
1840,충남,천안시,서북구,198㎡초과,8,2
1841,충남,공주시,공주시,합계,142,9
1842,충남,공주시,공주시,20㎡이하,3,0
1843,충남,공주시,공주시,21~40㎡,9,0
1844,충남,공주시,공주시,41~60㎡,71,4
1845,충남,공주시,공주시,61~85㎡,50,4
1846,충남,공주시,공주시,86~100㎡,2,0
1847,충남,공주시,공주시,101~135㎡,7,1
1848,충남,공주시,공주시,136~165㎡,0,0
1849,충남,공주시,공주시,166~198㎡,0,0
1850,충남,공주시,공주시,198㎡초과,0,0
1851,충남,보령시,보령시,합계,136,10
1852,충남,보령시,보령시,20㎡이하,1,0
1853,충남,보령시,보령시,21~40㎡,7,0
1854,충남,보령시,보령시,41~60㎡,36,2
1855,충남,보령시,보령시,61~85㎡,87,7
1856,충남,보령시,보령시,86~100㎡,0,0
1857,충남,보령시,보령시,101~135㎡,5,1
1858,충남,보령시,보령시,136~165㎡,0,0
1859,충남,보령시,보령시,166~198㎡,0,0
1860,충남,보령시,보령시,198㎡초과,0,0
1861,충남,아산시,아산시,합계,"""1,021""",75
1862,충남,아산시,아산시,20㎡이하,4,0
1863,충남,아산시,아산시,21~40㎡,118,4
1864,충남,아산시,아산시,41~60㎡,284,16
1865,충남,아산시,아산시,61~85㎡,498,41
1866,충남,아산시,아산시,86~100㎡,11,1
1867,충남,아산시,아산시,101~135㎡,96,11
1868,충남,아산시,아산시,136~165㎡,9,1
1869,충남,아산시,아산시,166~198㎡,1,0
1870,충남,아산시,아산시,198㎡초과,0,0
1871,충남,서산시,서산시,합계,336,25
1872,충남,서산시,서산시,20㎡이하,0,0
1873,충남,서산시,서산시,21~40㎡,5,0
1874,충남,서산시,서산시,41~60㎡,87,5
1875,충남,서산시,서산시,61~85㎡,234,19
1876,충남,서산시,서산시,86~100㎡,0,0
1877,충남,서산시,서산시,101~135㎡,10,1
1878,충남,서산시,서산시,136~165㎡,0,0
1879,충남,서산시,서산시,166~198㎡,0,0
1880,충남,서산시,서산시,198㎡초과,0,0
1881,충남,논산시,논산시,합계,112,8
1882,충남,논산시,논산시,20㎡이하,0,0
1883,충남,논산시,논산시,21~40㎡,9,0
1884,충남,논산시,논산시,41~60㎡,42,2
1885,충남,논산시,논산시,61~85㎡,52,4
1886,충남,논산시,논산시,86~100㎡,3,0
1887,충남,논산시,논산시,101~135㎡,6,1
1888,충남,논산시,논산시,136~165㎡,0,0
1889,충남,논산시,논산시,166~198㎡,0,0
1890,충남,논산시,논산시,198㎡초과,0,0
1891,충남,계룡시,계룡시,합계,"""1,025""",74
1892,충남,계룡시,계룡시,20㎡이하,0,0
1893,충남,계룡시,계룡시,21~40㎡,13,0
1894,충남,계룡시,계룡시,41~60㎡,547,33
1895,충남,계룡시,계룡시,61~85㎡,434,37
1896,충남,계룡시,계룡시,86~100㎡,0,0
1897,충남,계룡시,계룡시,101~135㎡,25,3
1898,충남,계룡시,계룡시,136~165㎡,6,1
1899,충남,계룡시,계룡시,166~198㎡,0,0
1900,충남,계룡시,계룡시,198㎡초과,0,0
1901,충남,당진시,당진시,합계,533,41
1902,충남,당진시,당진시,20㎡이하,1,0
1903,충남,당진시,당진시,21~40㎡,6,0
1904,충남,당진시,당진시,41~60㎡,133,8
1905,충남,당진시,당진시,61~85㎡,363,30
1906,충남,당진시,당진시,86~100㎡,3,0
1907,충남,당진시,당진시,101~135㎡,26,3
1908,충남,당진시,당진시,136~165㎡,1,0
1909,충남,당진시,당진시,166~198㎡,0,0
1910,충남,당진시,당진시,198㎡초과,0,0
1911,충남,금산군,금산군,합계,44,3
1912,충남,금산군,금산군,20㎡이하,0,0
1913,충남,금산군,금산군,21~40㎡,13,0
1914,충남,금산군,금산군,41~60㎡,13,1
1915,충남,금산군,금산군,61~85㎡,18,1
1916,충남,금산군,금산군,86~100㎡,0,0
1917,충남,금산군,금산군,101~135㎡,0,0
1918,충남,금산군,금산군,136~165㎡,0,0
1919,충남,금산군,금산군,166~198㎡,0,0
1920,충남,금산군,금산군,198㎡초과,0,0
1921,충남,연기군,연기군,합계,,
1922,충남,연기군,연기군,20㎡이하,,
1923,충남,연기군,연기군,21~40㎡,,
1924,충남,연기군,연기군,41~60㎡,,
1925,충남,연기군,연기군,61~85㎡,,
1926,충남,연기군,연기군,86~100㎡,,
1927,충남,연기군,연기군,101~135㎡,,
1928,충남,연기군,연기군,136~165㎡,,
1929,충남,연기군,연기군,166~198㎡,,
1930,충남,연기군,연기군,198㎡초과,,
1931,충남,부여군,부여군,합계,30,2
1932,충남,부여군,부여군,20㎡이하,0,0
1933,충남,부여군,부여군,21~40㎡,4,0
1934,충남,부여군,부여군,41~60㎡,15,1
1935,충남,부여군,부여군,61~85㎡,11,1
1936,충남,부여군,부여군,86~100㎡,0,0
1937,충남,부여군,부여군,101~135㎡,0,0
1938,충남,부여군,부여군,136~165㎡,0,0
1939,충남,부여군,부여군,166~198㎡,0,0
1940,충남,부여군,부여군,198㎡초과,0,0
1941,충남,서천군,서천군,합계,98,5
1942,충남,서천군,서천군,20㎡이하,3,0
1943,충남,서천군,서천군,21~40㎡,10,0
1944,충남,서천군,서천군,41~60㎡,68,3
1945,충남,서천군,서천군,61~85㎡,17,1
1946,충남,서천군,서천군,86~100㎡,0,0
1947,충남,서천군,서천군,101~135㎡,0,0
1948,충남,서천군,서천군,136~165㎡,0,0
1949,충남,서천군,서천군,166~198㎡,0,0
1950,충남,서천군,서천군,198㎡초과,0,0
1951,충남,청양군,청양군,합계,20,1
1952,충남,청양군,청양군,20㎡이하,3,0
1953,충남,청양군,청양군,21~40㎡,0,0
1954,충남,청양군,청양군,41~60㎡,4,0
1955,충남,청양군,청양군,61~85㎡,13,1
1956,충남,청양군,청양군,86~100㎡,0,0
1957,충남,청양군,청양군,101~135㎡,0,0
1958,충남,청양군,청양군,136~165㎡,0,0
1959,충남,청양군,청양군,166~198㎡,0,0
1960,충남,청양군,청양군,198㎡초과,0,0
1961,충남,홍성군,홍성군,합계,146,11
1962,충남,홍성군,홍성군,20㎡이하,0,0
1963,충남,홍성군,홍성군,21~40㎡,5,0
1964,충남,홍성군,홍성군,41~60㎡,30,2
1965,충남,홍성군,홍성군,61~85㎡,103,9
1966,충남,홍성군,홍성군,86~100㎡,0,0
1967,충남,홍성군,홍성군,101~135㎡,8,1
1968,충남,홍성군,홍성군,136~165㎡,0,0
1969,충남,홍성군,홍성군,166~198㎡,0,0
1970,충남,홍성군,홍성군,198㎡초과,0,0
1971,충남,예산군,예산군,합계,72,5
1972,충남,예산군,예산군,20㎡이하,0,0
1973,충남,예산군,예산군,21~40㎡,6,0
1974,충남,예산군,예산군,41~60㎡,22,1
1975,충남,예산군,예산군,61~85㎡,38,3
1976,충남,예산군,예산군,86~100㎡,0,0
1977,충남,예산군,예산군,101~135㎡,6,1
1978,충남,예산군,예산군,136~165㎡,0,0
1979,충남,예산군,예산군,166~198㎡,0,0
1980,충남,예산군,예산군,198㎡초과,0,0
1981,충남,태안군,태안군,합계,70,4
1982,충남,태안군,태안군,20㎡이하,0,0
1983,충남,태안군,태안군,21~40㎡,19,1
1984,충남,태안군,태안군,41~60㎡,21,1
1985,충남,태안군,태안군,61~85㎡,29,2
1986,충남,태안군,태안군,86~100㎡,0,0
1987,충남,태안군,태안군,101~135㎡,1,0
1988,충남,태안군,태안군,136~165㎡,0,0
1989,충남,태안군,태안군,166~198㎡,0,0
1990,충남,태안군,태안군,198㎡초과,0,0
1991,충남,당진군,당진군,합계,,
1992,충남,당진군,당진군,20㎡이하,,
1993,충남,당진군,당진군,21~40㎡,,
1994,충남,당진군,당진군,41~60㎡,,
1995,충남,당진군,당진군,61~85㎡,,
1996,충남,당진군,당진군,86~100㎡,,
1997,충남,당진군,당진군,101~135㎡,,
1998,충남,당진군,당진군,136~165㎡,,
1999,충남,당진군,당진군,166~198㎡,,
2000,충남,당진군,당진군,198㎡초과,,
2001,전북,전북,전북,합계,"""4,023""",300
2002,전북,전북,전북,20㎡이하,8,0
2003,전북,전북,전북,21~40㎡,200,7
2004,전북,전북,전북,41~60㎡,"""1,410""",80
2005,전북,전북,전북,61~85㎡,"""2,007""",166
2006,전북,전북,전북,86~100㎡,55,5
2007,전북,전북,전북,101~135㎡,291,34
2008,전북,전북,전북,136~165㎡,34,5
2009,전북,전북,전북,166~198㎡,14,2
2010,전북,전북,전북,198㎡초과,4,1
2011,전북,전주시,전주시,합계,"""2,250""",176
